"study_id","deduplication_status","citation_screening_status","fulltext_screening_status","data_extraction_screening_status","data_source_type","data_source_name","data_source_url","citation_title","citation_abstract","citation_authors","citation_journal_name","citation_journal_volume","citation_pub_year","citation_keywords","fulltext_filename","fulltext_exclude_reasons","Collection methods","Prediction methods","Study region","Time period","Vegetation grouping","General conclusions","Interactions with fauna,"
1844159,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Linking late Paleoindian stone tool technologies and populations in North, Central and South America","From the perspective of Central and South America, the peopling of the New World was a complex process lasting thousands of years and involving multiple waves of Pleistocene and early Holocene period immigrants entering into the neotropics. These Paleoindian colonists initially brought with them technologies developed for adaptation to environments and resources found in North America. As the ice age ended across the New World people adapted more generalized stone tools to exploit changing environments and resources. In the neotropics these changes would have been pronounced as patchy forests and grasslands gave way to broadleaf tropical forests. We document a late Pleistocene/early Holocene stone tool tradition from Belize, located in southern Mesoamerica. This represents the first endogenous Paleoindian stone tool technocomplex recovered from well dated stratigraphic contexts for Mesoamerica. Previously designated Lowe, these artifacts share multiple features with contemporary North and South American Paleoindian tool types. Once hafted, these bifaces appear to have served multiple functions for cutting, hooking, thrusting, or throwing. The tools were developed at a time of technological regionalization reflecting the diverse demands of a period of pronounced environmental change and population movement. Combined stratigraphic, technological, and population paleogenetic data suggests that there were strong ties between lowland neotropic regions at the onset of the Holocene. © 2019 Prufer et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","Alsgaard, A.V.; Awe, J.J.; Capriles, J.M.; Culleton, B.J.; Dennehy, T.; Huckell, B.B.; James Stemp, W.; Kennett, D.J.; Magee, S.; Meredith, C.R.; Prufer, K.M.; Robinson, M.","","14",2019,"","","","","","","","","",""
1844160,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Stratigraphic distribution and habitat segregation of mosasaurs in the upper cretaceous of western and central alabama, with an historical review of alabama mosasaur discoveries","A survey of mosasaur material from the Eutaw Formation (Santonian) and Selma Group (Late Santonian-Late Maastrichtian) of western and central Alabama has revealed significant stratigraphie segregation among taxa. Three distinct biozones are recognized based on this survey: the Tylosaurus Acme-zone (from the base of the Tombigbee Sand Member of the Eutaw Formation to approximately 12 m above the base of the Mooreville Chalk), the Clidastes Acme-zone (from approximately 12 m above the base of the Mooreville Chalk to the base of the Demopolis Chalk), and the Mosasaurus Acme-zone (from the base of the Demopolis Chalk to the K-T boundary at the top of the Prairie Bluff Chalk). In each case, the biozone is named for the genus comprising the majority of the specimens examined from that horizon. The previously-recognized Globidens alabamaensis Acme-zone, including the Arcola Limestone Member of the Mooreville Chalk, has been abandoned. The transition from the Tylosaurus biozone to the Clidastes biozone has been interpreted primarily as an artifact of paleoecology, reflecting habitat preference; additional support for this interpretation has come from the mosasaur fauna of the Blufftown Formation (?Late Santonian-Early Campanian) of eastern Alabama and western Georgia. The transition from the Clidastes biozone to the Mosasaurus biozone appears to represent the local expression of a reorganization within North American mosasaur communities. The uppermost portion of the Selma Group, comprised of the Ripley Formation and Prairie Bluff Chalk, has been tentatively included in the Mosasaurus Acme-zone on the basis of poorly-known faunas. © 2002 by the Society of Vertebrate Paleontology.","Kiernan, C.R.","","22",2002,"","","","","","","","","",""
1844161,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Restoring biopedturbation in grasslands with anthropogenic focal disturbance","Grassland ecosystems evolved with natural disturbance events on multiple spatial scales in which focal, fine-scale soil disturbance by animals often was imbedded within large-scale grazing disturbance. The resulting plant communities adapted to both broad-scale and fine-scale disturbance that resulted in species-rich plant communities. These natural disturbance regimes have been largely replaced by anthropogenic disturbance. While we generally understand grassland response to modern grazing practices, we know much less about plant community response to soil disturbance imbedded within non-focal grazing. Therefore, we used a tracked vehicle to focally disturb soil in a North American mesic mixed prairie that was either undisturbed prairie or prairie with a recent history of disturbance from either grazing or haying. Successional trajectory and recovery time following focal soil disturbance was similar between grazed and hayed plant communities. Species composition did not differ (P < 0.05) between grazed or hayed prairie and the respective undisturbed prairie. Plant species richness and bare ground increased (P < 0.05) following focal soil disturbance in both grazed and hayed communities, but focal soil disturbance combined with either grazing or haying did not change either plant species richness or bare ground more than (P > 0.05) focal soil disturbance alone. Also, the effect of focal soil disturbance was shortlived with recovery in two growing seasons. Our results suggest that anthropogenic focal soil disturbance is a reasonable mechanism to restore soil disturbance to the grassland ecosystem. © 2010 Springer Science+Business Media B.V.","Althoff, D.P.; Anderson, A.B.; Bidwell, T.G.; Engle, D.M.; Gipson, P.S.; Howard, H.R.; Limb, R.F.","","210",2010,"Grazing, hay harvest; Resilience, resistance; Soil disturbance; Successional trajectory; Tracked vehicles","","","","","","","","",""
1844162,"not_duplicate","included","not_screened","not_started","database","scopus","","Effects of Holocene climate change on the C4 grassland/woodland boundary in the Northern Plains, USA","To determine how grassland, woodland, and bordering forests respond to increased aridity, we used paleoecological methods to examine past responses along a transect of three sites at the eastern boundary of the Northern Plains of North America. Our study region corresponds to the confluence of three air streams that control central North American climates and, hence, should be sensitive to climate change. Sediment cores were analyzed for evidence of Holocene vegetation and fire from tall-grass prairie in eastern North Dakota (Moon Lake), from mixed forest near the prairie border in northwestern Minnesota (Deming Lake), and from mixed forest more remote from prairie in western Wisconsin (Dark Lake). Together with pollen and charcoal analysis, we present a new method for determining δ13C of terrestrial (charred) organic matter and, thus, the relative importance of C3 and C4 photosynthetic pathways in past vegetation. Paleorecords were supplemented with surface charcoal accumulation and δ13C from 21 North American lakes that span boreal, deciduous, pine, and mixed forest to tall- and mixed-grass prairie. Surface charcoal and δ13C follow vegetation and climate gradients, with high charcoal accumulation and δ13C (-20‰) in the Plains (Dakotas, Nebraska, and southwest Minnesota) and decreases to the east, west, and north. The δ13C pattern is consistent with observed patterns of C3:C4 dominance across the region. Sediment, pollen, charcoal, and terrestrial δ13C show that vegetation response to climate change varied substantially among tall-grass prairie, bordering woodland, and forest. During maximum aridity (8000-4000 yr BP) prairie vegetation in eastern North Dakota showed a demise of woody vegetation followed by a fluctuating dominance of grasses (40% C4) and forbs. Meanwhile, prairie expanded eastward into northwestern Minnesota, where it produced a shifting dominance between mostly C4 grasses and woody vegetation until more humid conditions and mixed forest developed after 4000 yr BP. Mixed forest in southwestern Wisconsin showed little response to mid-Holocene aridity. Elevated δ13C values from 5000 to 3000 yr BP suggest that composition of grasses changed (to increased C4), although pollen data indicate that the total abundance of grasses remained constant. The increase in C4 grasses at this time is consistent with previous studies suggesting a delayed dry interval in eastern Iowa. Reduced aridity of the last 2000 yr brought increased fire to tall-grass prairie as higher primary productivity led to increased fuel load. Meanwhile, forest expanded in northwestern Minnesota, leading to decreased ignition and fine fuels, in turn resulting in decreased fire at the woodland margin.","Clark, J.S.; Grimm, E.C.; Lynch, J.; Mueller, P.G.","","82",2001,"C4; Carbon isotopes; Charcoal analysis; Climate change; Fire; Holocene climate change and vegetation effects; Northern Great Plains (USA); Paleoecological data; Pollen analysis; Prairie; Woodland; δ13C determination methodology","","","","","","","","",""
1844163,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Paleosols and ichnofossils of the White River Formation of Colorado: Insight into soil ecosystems of the North American midcontinent during the Eocene-Oligocene transition","Exposures of the upper Eocene to middle Oligocene White River Formation in northeastern Colorado contain ichnofossil-rich paleosols in a meandering alluvial system. The paleoenvironmental, paleoecological, and paleoclimatic significance of these paleosols and ichnofossils record the effects on soil ecosystems of the initial stages of global cooling in the late Eocene and early Oligocene. Previous studies of Eocene-Oligocene paleosols in Wyoming and South Dakota suggest a transition from woodland to grassland ecosystems in response to global cooling and drying. We describe four paleosol types from the study area. Type I paleosols include compound Entisols characterized by shallow networks of fine rhizoliths and ichnofaunal assemblages of Planolites isp., Pallichnus dakotensis, Macanopsis isp., Celliforma ficoides, and vertebrate coprolites. Type II paleosols are compound Inceptisols characterized by elongate rhizoliths and ichnofaunal assemblages of Planolites isp., Pallichnus dakotensis, Macanopsis isp., and vertebrate tracks. Type III paleosols are cumulative Inceptisols characterized by elongate rhizolith and ichnofaunal assemblages of Planolites isp., Pallichnus dakotensis, Macanopsis isp., Parowanichnus isp., Edaphichnium isp., and backfilled burrows. Type IV paleosols include composite Inceptisols characterized by large rhizoliths and ichnofaunal assemblages of Edaphichnium isp., Fictovichnus parvus, and wasp cocoons. The vertical transition from less-well-developed (Type I) to better-developed (Type IV) paleosols records decreasing rates of sedimentation and erosion, increasing rates of pedogenesis, and a transition in landscapes from grasslands to savannahs and woodlands. The effects of global cooling on the paleosols and soil biota, therefore, appear to have been buffered by basin-scale, autogenic, sedimentologic, and hydrologic processes. Copyright © 2007, SEPM (Society for Sedimentary Geology).","Hasiotis, S.T.; Hembree, D.I.","","22",2007,"","","","","","","","","",""
1844164,"not_duplicate","excluded","not_screened","not_started","database","scopus","","The earliest colubroid-dominated snake fauna from Africa: Perspectives from the late oligocene nsungwe formation of Southwestern Tanzania","The extant snake fauna has its roots in faunal upheaval occurring across the Paleogene - Neogene transition. On northern continents, this turnover is well established by the late early Miocene. However, this transition is poorly documented on southern landmasses, particularly on continental Africa, where no late Paleogene terrestrial snake assemblages are documented south of the equator. Here we describe a newly discovered snake fauna from the Late Oligocene Nsungwe Formation in the Rukwa Rift Basin of Tanzania. The fauna is small but diverse with eight identifiable morphotypes, comprised of three booids and five colubroids. This fauna includes Rukwanyoka holmani gen. et sp. nov., the oldest boid known from mainland Africa. It also provides the oldest fossil evidence for the African colubroid clade Elapidae. Colubroids dominate the fauna, comprising more than 75% of the recovered material. This is likely tied to local aridification and/or seasonality and mirrors the pattern of overturn in later snake faunas inhabiting the emerging grassland environments of Europe and North America. The early emergence of colubroid dominance in the Rukwa Rift Basin relative to northern continents suggests that the pattern of overturn that resulted in extant faunas happened in a more complex fashion on continental Africa than was previously realized, with African colubroids becoming at least locally important in the late Paleogene, either ahead of or as a consequence of the invasion of colubrids. The early occurrence of elapid snakes in the latest Oligocene of Africa suggests the clade rapidly spread from Asia to Africa, or arose in Africa, before invading Europe. © 2014 McCartney et al.","McCartney, J.A.; O'Connor, P.M.; Stevens, N.J.","","9",2014,"","","","","","","","","",""
1844165,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Scale and the isotopic record of C4 plants in pedogenic carbonate: from the biome to the rhizosphere","The13C/12C ratio in pedogenic carbonate (i.e., CaCO3 formed in soil) is a significant tool for investigating C 4 biomes of the past. However, the paleoecological meaning of δ13C values in pedogenic carbonate can change with the scale at which one considers the data. We describe studies of modern soils, fossil soils, and vegetation change in the Chihuahuan Desert of North America and elsewhere that reveal four scales important for paleoecologic interpretations. (1) At the broadest scale, the biome scale (hundreds to millions of km 2), an isotopic record interpreted as C3 vegetation replacing C4 grasslands may indicate invading C3 woody shrubs instead of expanding C3 forests (a common interpretation). (2) At the landscape scale (several tens of m2 to hundreds of km 2), the accuracy of scaling up paleoclimatic interpretations to a regional level is affected by the landform containing the isotopic record. (3) At the soil-profile scale (cm2 to m2), soil profiles with multiple generations of carbonate mixed together have a lower-resolution paleoecologic record than soil profiles repeatedly buried. (4) At the rhizosphere scale (μm2 to cm2), carbonate formed on roots lack the 14-17‰ enrichment observed at broader scales, revealing different fractionation processes at different scales. A multi-scale approach in dealing with δ13C in pedogenic carbonate will increase the accuracy of paleoecologic interpretations and understanding of soil-geomorphic-climatic interactions that affect boundaries between C 4 and C3 vegetation. © 2009 by the Ecological Society of America.","Buck, B.J.; Cole, D.R.; Gallegos, R.A.; Monger, H.C.","","90",2009,"C3 vs. C4 vegetation; Carbon isotopes; Chihuahuan Desert; Desertification; Jornada Experimental Range; Landscape ecology; Paleoclimate; Paleoecology; Pedogenic carbonate; Soil-geomorphic-climatic interaction; Southern New Mexico; USA","","","","","","","","",""
1844166,"not_duplicate","included","not_screened","not_started","database","scopus","","The sensitivity of the terrestrial biosphere to climatic change: A simulation of the Middle Holocene","A process‐based ecosystem model, DEMETER, is used to simulate the sensitivity of the terrestrial biosphere to changes in climate. In this study, DEMETER is applied to the two following climatic regimes: (1) the modern observed climate and (2) a simulated mid‐Holocene climate (6000 years before present). The mid‐Holocene climate is simulated using the GENESIS global climate model, where shifts in the Earth's orbital parameters result in warmer northern continents and enhanced monsoons in Asia, North Africa, and North America. DEMETER simulates large differences between modern and mid‐Holocene vegetation cover: (1) mid‐Holocene boreal forests extend farther poleward than present in much of Europe, Asia, and North America, and (2) mid‐Holocene North African grasslands extend substantially farther north than present. The simulated patterns of mid‐Holocene vegetation are consistent with many features of the paleobotanical record. Simulated mid‐Holocene global net primary productivity is approximately 3% larger than present, largely due to the increase of boreal forest and tropical grasslands relative to tundra and desert. Global vegetation carbon is higher at 6 kyr B.P. compared to present by roughly the same amount (4%). Mid‐Holocene global litter carbon is larger than present by 10%, while global soil carbon is approximately 1% less. Despite the regional changes in productivity and carbon storage the simulated total carbon storage potential of the terrestrial biosphere (not including changes in peat) does not change significantly between the two simulations. Copyright 1994 by the American Geophysical Union.","Foley, J.A.","","8",1994,"","","","","","","","","",""
1844167,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Re-examination of the giant fossil tortoise Hesperotestudo from near the Illinois glacial-sangamon interglacial boundary in North America with commentary on zoogeography","The Illinois Episode was the most extensive Quaternary glaciation in North America and extended deep into the central USA, further south than any other glacial episodes. It was followed by a period of mild climate termed the Sangamon Interglacial Episode. Relatively few reptile fossil sites have been found along the Illinois-Sangamon boundary. Thus, the 1986 report of isolated fossil remains of a giant tortoise (Hesperotestudo) near the boundary is of particular significance. We re-examined this important fossil because of inconsistencies and misinterpretations of prior researchers. The three morphological characters used for prior species identification of the tortoise are faulty and unreliable. Lack of additional, pertinent, diagnostic fossil elements presently prevents positive species identification. We critically appraised the pollen-based analysis of climate and environment at the tortoise strata by prior researchers. Their data suggest a transitional area between forest and prairie, or savannah, but the prior researchers misinterpreted their own data, concluding the vegetation was “relatively xeric grassland”. Consequently, the climate and environment at the tortoise stratum are yet to be determined. We present several zoogeographical scenarios pertaining to the origin and movement of the tortoise to the collection site. The most likely is perhaps northward movement from the central Gulf Coast along the Mississippi River floodplain before the major meltdown of the Illinois glaciation. East of St. Louis, the glacier met the Mississippi River floodplain and as the meltdown progressed, the tortoise could have travelled on the till plain north-east to the collection site. Hesperotestudo likely had considerable cold adaptation and thus may have tracked the Illinois glacier relatively closely as it melted northward. © 2018, British Herpetological Society.","Brown, E.S.; Brown, L.E.; Moll, D.","","28",2018,"Climate; Giant fossil tortoises; Hesperotestudo; Zoogeography","","","","","","","","",""
1844168,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Diversification of the cold-adapted butterfly genus Oeneis related to Holarctic biogeography and climatic niche shifts","Both geographical and ecological speciation interact during the evolution of a clade, but the relative contribution of these processes is rarely assessed for cold-dwelling biota. Here, we investigate the role of biogeography and the evolution of ecological traits on the diversification of the Holarctic arcto-alpine butterfly genus Oeneis (Lepidoptera: Satyrinae). We reconstructed the molecular phylogeny of the genus based on one mitochondrial ( COI) and three nuclear ( GAPDH, RpS5, wingless) genes. We inferred the biogeographical scenario and the ancestral state reconstructions of climatic and habitat requirements. Within the genus, we detected five main species groups corresponding to the taxonomic division and further paraphyletic position of Neominois (syn. n.). Next, we transferred O. aktashi from the hora to the polixenes species group on the bases of molecular relationships. We found that the genus originated in the dry grasslands of the mountains of Central Asia and dispersed over the Beringian Land Bridges to North America several times independently. Holarctic mountains, in particular the Asian Altai Mts. and Sayan Mts., host the oldest lineages and most of the species diversity. Arctic species are more recent, with Pliocene or Pleistocene origin. We detected a strong phylogenetic signal for the climatic niche, where one lineage diversified towards colder conditions. Altogether, our results indicate that both dispersal across geographical areas and occupation of distinct climatic niches promoted the diversification of the Oeneis genus. © 2015 Elsevier Inc.","Cesanek, M.; Fric, Z.; Kleckova, I.; Pellissier, L.","","92",2015,"Lepidoptera; Molecular systematics; Niche evolution; Quaternary; Satyrinae; Temperate","","","","","","","","",""
1844169,"not_duplicate","excluded","not_screened","not_started","database","scopus","","The species richness of Miocene browsers, and implications for habitat type and primary productivity in the North American grassland biome","We have documented elsewhere, and briefly reviewed here, the anomalously high species richness of browsing ungulates (hoofed mammals) in the mid Miocene (∼18-12 Ma) woodland savanna habitats of North America. In the mid Miocene these habitats supported substantially more brachydont (browsing) species than do any present-day savanna habitats. We present some preliminary data to show that such species-rich browser communities are not observed after the mid Miocene. The data also suggest that these mid Miocene browser communities and their subsequent disappearance may have been a global phenomenon. We then focus on possible explanations for these observations. We discuss the possibility that the high species numbers are a preservational artifact, and conclude that taphonomic factors are unlikely to be responsible for the level of species richness observed. We then consider various possible explanations for high species richness, including the unique aspects of climatic change (cooling, drying, increased seasonality), unique biotic interactions (the effects of competition, keystone herbivores, changes in predator pressure), and consider that none of these are fully consistent with the available data. The most likely explanation for the observed species-rich browser palaeocommunities is an elevated level of primary productivity, relative to the present day, within (at least some) mid Miocene grassland habitats. Such an increase in productivity could possibly have been the result of higher-than-present levels of atmospheric carbon dioxide in the mid Miocene, but this conflicts with current interpretations of geochemical evidence, and a satisfactory mechanism for the inferred increased primary productivity is an unresolved issue. © 2004 Elsevier B.V. All rights reserved.","Damuth, J.; Janis, C.M.; Theodor, J.M.","","207",2004,"Communities; Grasslands; Herbivorous taxa; Mammalia; Miocene; Productivity","","","","","","","","",""
1844170,"not_duplicate","included","not_screened","not_started","database","scopus","","Ungulate diets reveal patterns of grassland evolution in North America","Equids from the late Miocene (Hemphillian North American Land Mammal Age) of Texas evolved C4 dominated diets earlier than their Nebraska counterparts, leading researchers to hypothesize a northward expansion of C4 grasses between 8 and 6Ma. However, competing hypotheses from multiple paleoecological proxies support one of three hypotheses: that northward C4 expansion occurred at the expense of C3 woodlands, C3 grasslands, or was not occurring during the Hemphillian. We test these alternative hypotheses by comparing the ecosystems of Hemphillian Texas and Nebraska (6.3-7.5Ma) using hoofed mammal dietary reconstruction (hypsodonty and digestive strategy) and by incorporating published tooth enamel isotopes, paleosol isotopes, and phytolith assemblage data. We also use hypsodonty, mesowear, and microwear in a detailed comparison of two localities that are roughly contemporary (Cambridge, Nebraska at 7Ma and Coffee Ranch, Texas at 6.6Ma) to rule out time averaging as an explanatory variable. Through analogy with modern African communities, we reconstruct Texas and Nebraska ecosystems as bushland and woodland, respectively. Using the proportions of hypsodont taxa we estimate mean annual precipitation values of 1217mm/year for Nebraska and 1368mm/year for Texas. Using rarefaction we also do not find differences in the richness of brachydont, hypsodont, and hindgut fermenting taxa. We therefore conclude that both ecosystems were largely similar in hoofed mammal faunal structure during the late Miocene. When compared to published paleosol and phytolith data, which show no differences in C3/C4 biomass among latitudes, our results allow us to reject hypotheses of northward C4 expansion during the late Miocene. We therefore suggest that the equid enamel isotopes may have been biased by two potential factors: the primary reliance on a single locality of appropriate age and possible behavioural lag in C4 feeding among Nebraska equids. These results suggest that the formation of a modern C3/C4 latitudinal gradient occurred later than is previously suggested by equid enamel carbon isotopes. © 2012 Elsevier B.V.","Fraser, D.; Theodor, J.M.","","369",2013,"C4; Grassland; Hypsodonty; Mesowear; Microwear; Miocene","","","","","","","","",""
1844171,"not_duplicate","included","not_screened","not_started","database","scopus","","Diet and habitat of mesomammals and megamammals from Cedral, San Luis Potosí, México","Using carbon and oxygen isotopic relationships from dental enamel, diet and habitat were inferred for both mesomammals and megamammals that lived in Cedral (San Luis Potosi, north-central México) during Late Pleistocene time. δ13C and δ18O values show that bison, some horses and mammoth were eating C4 plants and lived in open areas, while tapir, camel and some llamas ate C3 plants and inhabited closed areas. All other studied herbivores (pronghorn, glyptodont, mylodont ground sloth, javelina, mastodon, and other llamas, horses and mammoth) had a C3/C4 mixed diet, living in areas with some percentage of tree coverage. On the other hand, American lion and dire wolf ate either C4 or mixed-diet herbivores, and short-faced bear ate C3 herbivores. At Cedral, more humid conditions existed than presently, allowing the presence of a forested area near the grassland. Copyright © Cambridge University Press 2016.","Arroyo-Cabrales, J.; Cienfuegos-Alvarado, E.; Morales-Puente, P.; Otero, F.J.; Pérez-Crespo, V.A.","","155",2018,"Cedral; carnivores; diet; habitat; herbivores; stable isotopes","","","","","","","","",""
1844172,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Montana - Home of the world's staple foods","In a research, it was found that much of the grasses' paleontological record revealed that they exists much earlier than 30 million years before the Eocene period. In a recent carbon isotopic results, there have been grasslands in the US state of Montana for at least the past 24 million years, a full 15 million years earlier than previously thought. Researchers have found similar result in Kansas and Nebraska and though both of these states show increase in the proportion of grasses from less than 5% up to 80% coverage during the past 24M years, the proportion of grasses in Montana has remained steady at about 30%. During this period, the climate of Kansas and Nebraska became drier and moved towards semi-arid conditions favored by grasses but Montana has always been dry, suggesting that it may be the crucible for grassland evolution, with the grasses spreading south-east.","Sheldon, N.","","",2007,"","","","","","","","","",""
1844173,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Pleistocene refugia and holocene expansion of a grassland-dependent species, the black-footed ferret (Mustela nigripes)","Climate change during the late Quaternary has been implicated as the cause of both massive range shifts and extinction events. We combined molecular marker data and previously published fossil data to reconstruct the late Quaternary history of a grassland-dependent species, the black-footed ferret (Mustela nigripes), and to determine whether populations from Pleistocene refugia in the Columbia Basin, eastern Beringia, and Great Plains persisted into the Holocene and Recent eras. Using DNA extracted from 97 museum specimens of extirpated populations, we amplified 309 bp of the mtDNA control region, and 8 microsatellite markers from the nuclear genome. Overall haplotype diversity from 309 base pairs (bp) of mitochondrial DNA (mtDNA) control region was low (5 haplotypes, nucleotide diversity = 0.001 ± 0.001 SD) and was contained within a single phylogenetic clade. The star phylogeny and unimodal mismatch distribution indicated that a rapid range expansion from a single Pleistocene refugium occurred. Microsatellite data corroborated this genetic pattern: populations from the mixed grasslands of the Great Plains had significantly higher expected heterozygosity and allelic richness than populations to the west (HE = 0.66 versus 0.41, AR = 4.3 versus 2.7, respectively), and θ, a measure of relative population size, was substantially greater in the east than west (2.4 versus 0.7). We infer from these data that black-footed ferrets rapidly colonized western ecoregions in a stepwise fashion from the Great Plains to the intermountain regions of the Rocky Mountains and the Colorado Plateau after the last ice age. It appears that glacial retreat and global warming caused both range expansion and localized extinction in this North American mustelid species. © 2008 American Society of Mammalogists.","Fleischer, R.C.; Statham, M.J.; Wisely, S.M.","","89",2008,"Black-footed ferret; Fossil record; Museum specimen; Mustela nigripes; Pleistocene refugia; Population genetics; Range expansion","","","","","","","","",""
1844174,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Oxygen stable isotopic disparities among sympatric small land snail species from northwest Minnesota, USA","The oxygen isotopic composition (δ18O) of land snail shells can be a valuable paleoenvironmental archive if the climatic parameters that influence the isotopic system are fully understood. Previous calibration studies have examined a limited number of species or individuals, and most have focused on larger (&gt; 10 mm) taxa, which do not represent the dominant shell material in the Quaternary fossil record. In this study, we evaluate the δ18O values of small land snails (&lt; 10 mm), which are common in modern settings and are often preserved in a wide array of Quaternary geologic and archeologic deposits. Our primary goal was to determine if coexisting species record equivalent isotopic information in their shells, regardless of differences in their ecology, dietary habits, behavior, and/or body size. We collected and analyzed 265 individuals of 11 species from 12 sites in northwest Minnesota (USA), which exhibits extremely abundant and diverse terrestrial malacofauna in North America. We did not observe significant correlations between shell δ18O values and the type of ecosystem (forest/grassland) or hydrologic setting (upland/lowland). However, the majority of species differed significantly in shell δ18O values. Larger taxa (Catinella, Succinea, Discus) consistently yielded higher δ18O values than smaller taxa (Euconulus, Gastrocopta, Hawaiia, Vallonia), by up to ~ 3‰. These isotopic offsets among sympatric taxa could be attributed to a number of physical, behavioral, and/or evolutionary traits, including the ability of larger species to tolerate drier conditions better than their smaller counterparts, differences in their preferred microhabitats or phylogentic non-independence. Regardless of the reason, our results imply that researchers should not combine isotopic data from different types of land snails without first investigating modern specimens to determine if it is appropriate. Moreover, our data suggest that combining instrumental climate data, a snail flux-balance model, and shell δ18O values can help us to better understand the ecology of land snails. © 2017 Elsevier B.V.","Nekola, J.C.; Pigati, J.S.; Rech, J.A.; Yanes, Y.","","485",2017,"Ecology; Minnesota; Quaternary; Small land snails; Stable isotopes; USA","","","","","","","","",""
1844175,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Fluid flow in the Duperow and Winnepegosis Formations, Williston Basin, Canada: Evidence from preliminary magnetic measurements","The Devonian Winnepegosis and Duperow Formations were examined in well 4-27-11-22W1, located in at the eastern edge of the Williston Basin in Manitoba. The variation in characteristic remanent magnetization (ChRM) direction and magnetic mineral carrier is obvious: the older Winnepegosis Formation has a primary or early post-depositional magnetization held in magnetite or pyrrhotite (n = 15; D = 324.1°, I = - 27.3°, α95 = 10.4°, k = 15.7), whereas the younger Duperow Formation magnetizations are carried by hematite and could be as late as Early Jurassic. The variability may be attributable to the intervening Prairie Evaporite acting as an aquitard to fluid migration. © 2006 Elsevier B.V. All rights reserved.","Cioppa, M.T.","","89",2006,"Duperow formation; Fluid flow; Paleomagnetism; Rock magnetism; Williston basin; Winnepegosis formation","","","","","","","","",""
1844176,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Primer development for amplification of toll-like genes for the assessment of adaptive genetic diversity in vulnerable grassland bird species","Assessing genetic diversity in species of conservation concern is a critical parameter to implement management plans that may increase their viability. Traditionally, genetic diversity has been assessed using neutral genes; nevertheless, recent perspectives have proposed that genetic variation under natural selection (adaptive genes) is more representative of the adaptive potential of a population or species. Toll-like receptors (TLR) are an innate immune gene family that binds to Pathogen Associated Molecular Patterns. These receptors evolved under positive selection and by coevolution; therefore, they represent adaptive genetic diversity. We designed and tested six pairs of primers that amplify TLR genes in seven grassland species, one of the most vulnerable North American bird groups. Analysis of the sequences showed that all were polymorphic and evolved under positive selection, with the exception of TLR3, which evolved neutrally. These primers may constitute a useful tool for conservation studies for grassland sparrow species. © 2017, Springer Science+Business Media Dordrecht.","Canales-del-Castillo, R.; Chávez-Treviño, A.; González-Rojas, J.I.; Guzmán-Velasco, A.; Panjabi, A.O.; Reséndez-Pérez, D.; Ruvalcaba-Ortega, I.","","9",2017,"Adaptive genetic diversity; Conservation genetics; Grassland bird; Toll-like receptor","","","","","","","","",""
